-0.0686972759946,0.081870225468,40.0659663106,7.15074420632,-5
-3.49107511585,3.60655140848,47.4718870657,9.04995378196,-5
-7.81975562876,8.6332834296,30.2773795901,9.44852821434,-5
-10.5856483868,15.4201145078,15.4526045301,11.0608358929,-5
-12.2692086558,21.8977599829,17.10595238,11.7513864708,-5
-14.5706648519,28.2855487312,20.7257335521,12.6205583916,-5
-16.947783347,34.9578792279,18.6614372222,13.5074631943,-5
-19.3040590513,42.1441866032,17.9072940759,14.1073343897,-5
-21.6774021362,49.3478877417,18.7990567663,14.3154233861,-5
-24.1399203831,56.1738960519,21.120776912,14.0054280651,-5
-26.7663559779,62.5540756375,23.5703561906,14.1400894673,-5
-29.52890195,68.6912936517,24.6541582842,14.4499410953,-5
-32.2925553427,74.7693135865,23.8849747296,14.6476373656,-5
-34.9836968204,80.9815838328,24.4750357127,14.8967025118,-5
-38.3681465221,87.3473882879,31.8306779839,15.7867364221,-5
-43.2373025504,94.423838467,34.3347349841,17.3427164415,-5
-48.1276531288,102.981122063,26.6710589144,17.3645895049,-5
-52.6470582567,111.575154858,29.2125849813,18.2770585387,-5
-57.4939463002,119.74096908,32.1521024051,18.3368253583,-5
-62.6709336719,127.602097752,34.5444207328,18.3969159393,-5
-68.0079202019,135.108448459,36.2332274233,18.2969964692,-5
-73.1154520401,141.831996471,38.6060936703,17.1352957433,-5
-77.7021503277,147.472014685,37.6354268409,16.4844648423,-5
-80.2408637573,151.766877032,17.4469661836,12.0161807642,-5
-80.4441596382,153.069430976,-2.88713508458,2.36306173348,3.67971308975
-80.2534130037,154.043262407,-19.5533571203,-5.62046853225,5
-79.7985720209,154.936470111,-33.9035738058,-10.8109864913,5
-78.7942799958,156.190514887,-41.2068753964,-14.5828988171,5
-76.6255110162,158.616388306,-41.8049831181,-15.9304557462,5
-73.0314637259,162.406812224,-47.4157581421,-16.0154973991,5
-66.365210323,166.503079144,-70.168909902,-17.2070851662,5
-54.1570706542,169.455526845,-75.2281686706,-17.8263678314,5
-40.2538826699,176.916262092,-54.0600350372,-18.1204866522,5
-26.770045481,185.511813425,-58.4622153353,-16.2674467146,5
-14.0560695427,194.759945575,-55.2193803738,-13.8351479439,5
-0.041909005943,200.72853981,-80.3964642528,-12.5029498739,5
15.8691966354,201.77493339,-86.5452803986,-11.4400964197,5
31.5398691072,204.559943586,-75.8667401922,-10.6071447146,5
47.2975533662,207.120658136,-82.3943961606,-10.475566531,5
62.8124126735,210.971931905,-71.0613342867,-10.2668424728,5
78.3399540962,214.543084861,-82.936543172,-9.71408142863,5
94.2869805593,215.995751936,-85.1885502865,-9.74802341951,5
110.155455676,217.892773661,-80.0917261931,-9.46915753799,5
125.658337608,221.78714835,-72.8744025775,-10.7652469366,5
141.273450035,225.208345827,-78.7068459833,-11.6010537039,5
155.888102027,231.387818508,-55.310218941,-13.1098312444,5
169.156307493,240.476163776,-57.2165762918,-15.4425065454,5
181.89545736,249.977432827,-46.8544525153,-16.4713332767,5
191.869428262,262.124836353,-34.4769404816,-16.255434197,5
202.174789911,272.470267759,-59.644846209,-17.6671394404,5
215.965937047,280.17175088,-53.2597941992,-18.3454273126,5
229.047863516,289.357883111,-55.9017357032,-18.6070123786,5
241.871325282,298.738508431,-43.404192406,-17.6939589397,5
247.272145298,309.991668481,-3.40329118381,-7.07762796284,5
245.618888102,316.49090351,36.3747163519,5.0385696408,-5
240.761001496,320.329161362,62.5352241861,11.1532108306,-5
232.249951025,324.263358769,63.3936580856,13.5772166923,-5
221.454664279,330.621496579,61.4172502787,14.6251813656,-5
208.762059033,338.127253143,49.9806753508,14.1379628555,-5
198.172199192,349.595412835,40.7545391087,12.2753878312,-5
186.592567297,360.224061857,51.0660268631,10.3966993603,-5
175.330327243,371.446018695,36.3922610029,8.64935781082,-5
167.683036665,384.968580671,24.6335256387,7.20055850373,-5
160.036033975,397.323737504,41.9562702263,6.43590971087,-5
149.376784924,406.856959664,53.1697101745,6.15766939879,-5
137.493389573,414.937920531,57.7033270602,6.21675066902,-5
125.34806873,422.435241911,58.4008567761,6.06437373746,-5
113.266117379,430.107504779,56.3534566974,5.77557823939,-5
101.637391018,438.367359858,52.5283207502,5.87128324483,-5
90.1475694099,447.170341127,55.2471722458,6.96242966755,-5
76.9805710812,454.342006015,68.5855170564,6.74472990079,-5.95
61.7297319699,458.937921786,76.6618048579,5.14545036486,-6.9
46.0594399307,462.193050793,79.3896837659,4.29098390196,-6.9
30.3267480504,465.072168188,79.5171421388,4.39702596153,-7.85
14.6212005663,468.123401998,79.6905157878,4.7677458354,-8.8
-1.23912496892,468.549294274,103.217831387,4.82772401768,-8.8
-15.3896685197,462.543216782,117.156828966,3.32084216756,-11.65
-28.9769698777,456.705673829,106.504531957,4.60031058134,-17.35
-43.6006503281,454.511685358,92.3105886178,4.59188500746,-17.35
-58.7944708352,450.916184129,121.721611427,5.10342253157,-17.35
-71.0577029284,441.730502773,121.288802036,4.65859988224,-18.3
-86.2226942343,437.618750366,89.032649606,5.13741198918,-21.15
-102.129072477,438.264401973,94.8965245176,5.79055868488,-21.15
-117.05557348,432.918234024,123.298336554,6.20733671051,-21.15
-127.936592593,421.636349425,148.052841934,3.689615725,-21.15
-136.879662724,408.586647673,134.522830841,4.02360623356,-21.15
-149.083231224,397.884782702,132.637265675,4.9247399405,-24.0
-159.249299835,385.908909019,148.807376085,2.59994106642,-58.2
-165.684039903,371.413640226,153.40090081,0.356532095772,-77.2
-175.498848294,359.119188357,137.061474092,-0.345383908363,-77.2
-185.637956145,347.086693588,134.901848665,0.16966178119,-77.2
-197.456706299,337.297740028,131.744122314,-0.698217979463,-77.2
-207.242511713,325.461389263,147.715211181,0.282836522869,-77.2
-214.465279519,311.679641546,156.452491493,-0.702718575648,-77.2
-219.883111513,297.369929102,160.82204384,-1.02394115075,-77.2
-227.148169143,282.95952658,145.40297371,-0.190584382383,-77.2
-236.305106638,269.789595238,149.214389482,-1.65767139861,-77.2
-243.229368399,255.454039652,153.230403288,0.0766018040622,-77.2
-251.447933081,241.661127742,147.566972139,-1.40882704079,-77.2
-256.49450415,226.808429681,180.591343025,-0.0903552806259,-77.2
-251.692288337,211.902311396,208.752482742,-2.97416112754,-77.2
-245.102829124,198.81652454,207.116224356,-3.35246218359,-77.2
-238.194581291,187.378401532,213.845664165,-1.77957883037,77.2
-230.30730053,175.720068306,214.278099767,0.317876186839,77.2
-221.120450142,163.196452079,219.65483669,-0.621718497578,77.2
-211.305384782,150.573548286,213.367388667,-0.464071452266,77.2
-203.477141448,136.632938076,205.649394621,0.900258395861,77.2
-197.080223026,121.969639725,204.11687006,1.1783378039,77.2
-189.088216715,108.147952733,216.234056794,-0.178549896514,77.2
-178.717423067,95.9787076457,224.255777193,-1.17009256842,77.2
-167.003552476,85.0919592695,229.805572169,-1.8675405067,77.2
-154.394687322,75.248418297,234.227850805,-1.3217386098,76.25
-141.109108737,66.3348163751,238.073186881,-1.06213786843,75.3
-127.290549236,58.2776413552,241.440717048,-1.17999863535,75.3
-113.469141048,50.2298259374,234.46437035,-1.16028584811,75.3
-101.075313762,40.1334067631,235.035174557,-0.741605845816,75.3
-88.3825489491,30.605719994,222.401896337,-1.46408828702,75.3
-81.7209831425,16.4405068004,189.05088178,0.712187670411,73.4
-75.8962498924,1.82388349518,221.419134348,0.218643763456,70.55
-62.2249970646,-5.79287783099,261.417093485,-2.48827324875,49.65
-48.0012956932,-4.11971165631,279.261188868,-2.32258201712,47.1055372999
-35.3813500882,-5.1770396317,263.360329088,-3.25104964937,49.65
-23.9117268326,-3.32013485684,293.460904245,-2.26722301828,38.5557087119
-15.9221024255,0.867123001758,300.257586739,-2.67014224134,25.9
-9.89779796506,4.35791526031,299.16169922,-5.88425210059,5
-4.24654014913,7.34637233854,296.525311106,-8.08745210414,5
1.51368244013,10.5961089039,309.962568519,-8.4470120225,5
4.42533357679,15.1537514271,349.393292205,-3.50732880641,4.90408878693
4.3178235536,17.5348071179,379.777754126,2.57484609546,-5
3.53045419588,18.8457598499,400.357423095,6.33403841675,-5
1.37427535825,20.7832367751,412.831186091,8.0915537021,-5
-2.9326819641,23.8078310854,415.415149166,8.81236639084,-5
-8.86035412423,28.1286022047,412.452517125,8.9704983297,-5
-15.8393493414,33.4541246154,412.368379298,8.17591551409,-5
-23.3880790392,39.5381402709,411.340131909,7.59724712757,-5
-31.7600544842,45.4985036315,416.992011189,7.77614466043,-5
-40.6221278306,51.5243716188,410.767640299,7.99292248679,-5
-48.2943100029,59.3175258099,399.327283939,7.01826223572,-5
-54.6747141594,66.5865317863,406.49837383,6.87688668572,-5
-61.8337665254,71.9896901488,418.431652809,7.37554590769,-5
-69.6556732994,76.2850875887,422.949045784,7.82881482292,-5
-77.5906518559,80.3582633562,422.043160135,7.73824168607,-5
-85.1827397707,84.622346438,419.747372878,8.27765092686,-5
-92.5027134789,88.7757816127,422.709932953,9.00899624272,-5
-100.113141241,92.3131188083,426.245218547,10.1986099096,-5
-108.091490975,96.0693868289,421.91907228,11.4459237372,-5
-116.257854319,100.976488618,418.097352611,12.5560112573,-5
-124.329627916,106.013010127,416.443608739,13.1088990542,-5
-132.283446825,111.238692668,418.701796786,13.3498437861,-5
-141.496698453,115.882971662,428.516380474,13.3610738226,-5
-152.774277536,120.056451852,427.029299349,13.8612618374,-5
-163.674883786,126.80706716,408.523590451,13.0320353228,-5
-171.135575347,135.479676679,390.056534412,10.6720575085,-5
-172.833348517,143.020739937,350.187961972,3.10922572431,1.56040852389
-171.031249121,146.534552256,312.349680028,-6.11118391629,5
-167.322935249,148.448538614,285.358130855,-10.2500235619,5
-160.113694702,149.083298975,269.508177333,-13.9785296637,5
-150.252984863,150.608384086,293.602617824,-14.5242045464,5
-139.699308245,155.084242512,279.857828237,-14.7262136065,5
-126.480603791,154.969106944,263.055655054,-15.3983754177,5
-110.874800152,152.273652371,258.100326708,-15.1354669694,5
-95.1957583963,149.532006731,265.28929647,-14.4221926202,5
-79.2910916993,147.855894832,259.860934058,-13.0183617591,5
-63.4422170106,145.952680677,271.114255749,-12.1729386733,5
-47.8322992224,148.613741727,288.245385101,-11.4421632437,5
-33.9546631712,153.956268257,290.899751253,-10.9433955459,5
-20.9494871575,157.93788389,281.883721103,-10.9591901126,5
-7.52329581253,159.397377113,270.667403469,-11.1831010652,5
6.54888459085,159.043107224,268.109986521,-10.7209633034,5
20.9354096492,158.97583881,270.304100877,-10.2624257795,5
35.1517133598,158.271394329,262.298414317,-9.40127428137,5
49.0688616878,154.73378598,248.428025275,-9.34713852137,5
62.3081803781,147.352434144,232.912891036,-8.83187999304,5
73.475046706,135.995686749,215.121503151,-9.11410774456,5
79.9237513259,122.042187534,193.479930399,-8.5077894835,5
80.6458954518,107.046273381,171.388613053,-4.89155018574,5
75.7667280432,93.2325785994,149.067591668,-0.184406521028,-5
66.2685922076,82.5490053999,127.087643004,3.47233871841,-5
53.5891844759,76.2527007162,105.095748166,7.22444044625,-5
39.7869596557,75.1782995489,83.0929007057,10.7698908342,-5
25.807502296,80.1717217474,56.4452195277,11.5217672679,-5
15.5640397065,91.3841220472,27.5118417418,12.0682491087,-5
12.1342397121,103.829917666,2.64984415121,9.10851139634,-5
13.031822684,112.656771166,-15.0656031229,3.90525365102,-5
14.8419324607,117.391706223,-27.9047119929,0.759461138622,0.820104160414
16.0355793679,119.299037089,-38.0295253246,-0.804597831087,5
16.7085205568,120.039170603,-46.5360739522,-3.44822276383,5
17.4761231065,120.679288084,-53.787564643,-4.39106421676,5
18.3126848565,121.226610592,-59.7258318592,-5.12402480718,5
19.1951801147,121.696323718,-63.9991684155,-5.88083261515,5
20.161379497,122.1417432,-66.1324208222,-6.33975439202,5
21.3223400054,122.652383849,-66.0083025697,-6.51529860361,5
22.6459301035,123.26799501,-63.7558051841,-6.43185987132,5
23.7184891088,123.832161666,-60.3022288821,-6.12070813145,5
24.570796738,124.354815657,-56.5553408302,-5.83901239742,5
25.3921110388,124.935080034,-52.9357893449,-5.38972364515,5
26.1696913869,125.555868941,-49.8996827968,-4.91192528338,5
26.9215981112,126.213770676,-47.9021251806,-4.29402553778,5
27.6617311298,126.892986887,-47.2180032262,-3.87806675338,5
28.3947912995,127.566387394,-47.8882417801,-3.80133739741,5
29.1501518304,128.22878797,-49.8639261007,-3.61157827227,5
29.926570687,128.851328186,-52.941994399,-3.16059451307,5
30.7435733943,129.427628339,-56.8628567321,-3.83597325174,5
31.5997628913,129.943902546,-61.0562419789,-4.53203828692,5
32.491116743,130.397774461,-64.976895161,-5.45047096698,5
33.4079288083,130.795575169,-67.9805239286,-6.12613137901,5
34.3406319599,131.156182482,-69.5119089459,-6.44952005831,5
35.2822936994,131.506968379,-69.3260734257,-6.52876665774,5
36.2091064747,131.870123,-67.6162178146,-6.42030913078,5
37.1290679914,132.272865117,-64.9337196079,-6.11075312966,5
38.0166255669,132.722747345,-60.2747173548,-5.68612435557,5
38.8308611579,133.299542247,-47.5693683431,-4.18455855041,5
39.4619095759,134.070330191,-30.1361903942,-0.879457815038,-1.99792614777
